,Strategy,Cement_type,Cement_content_kgm3,Water_cement_ratio,Cycle_Time_hr,Total_Cost_INR,Demould_Time_hr,Score,∆ Cost vs Baseline,∆ Time vs Baseline
0,Steam 55°C,PSC,300,0.3,46.00310134887695,22858.0390625,38.19379425048828,0.015584726817905903,43.59765625,-0.2701072692871094
1,Steam 60°C,PSC,300,0.3,46.00310134887695,22858.0390625,38.19379425048828,0.015584726817905903,43.59765625,-0.2701072692871094
2,Steam 60°C,PSC,300,0.3,46.00310134887695,22858.0390625,38.19379425048828,0.015584726817905903,43.59765625,-0.2701072692871094
3,Steam 55°C,PSC,300,0.3,46.00310134887695,22858.0390625,38.19379425048828,0.015584726817905903,43.59765625,-0.2701072692871094
4,Steam 55°C,PSC,300,0.35,46.00310134887695,22858.0390625,38.19379425048828,0.015584726817905903,43.59765625,-0.2701072692871094
